Time,ARIMA,SARIMA,ETS,GP,RNN,LSTM,CNN,GRU,TCN,Actual,Raw
2023-09-08 02:41:55,7636.291687764829,7679.812427834939,8349.873496360007,58.44270640484192,7778.5474,6728.7207,7059.1216,7393.075,6732.0596,8195.288121197931,10100.0
2023-09-08 02:42:00,7989.530163646214,7949.654518891242,9673.51635237232,58.44262852064572,7456.0195,6552.003,6440.3984,6830.75,6087.5215,8297.370601180257,8670.0
2023-09-08 02:42:05,8242.462425902551,8104.357412730882,11090.478733492884,58.442550490479896,6740.3906,6422.8594,5943.9365,6190.8765,6013.8013,7795.956401265745,6380.0
2023-09-08 02:42:10,8423.571601879154,8309.891449762392,12235.252213709877,58.4424723143449,6001.145,6329.733,5470.9844,5578.9893,5322.346,7117.582808085377,5050.0
2023-09-08 02:42:15,6544.078412166648,6605.9158069127725,5783.6685696863415,58.82355025946486,6611.5215,5981.565,6378.98,6330.226,5276.595,6399.333412846557,9330.0
2023-09-08 02:42:20,6133.38099000475,6287.843163532243,3743.2177236466414,58.82347179310673,6358.814,5682.2954,6589.107,5992.5317,5537.6084,5495.723240171642,5730.0
2023-09-08 02:42:25,5839.272742935044,5953.275378359386,1352.033875653779,58.82339317982835,6104.0034,5288.317,6244.3755,5966.6016,5093.56,4411.452305179511,2070.0
2023-09-08 02:42:30,5628.656224966454,5523.282713186719,-672.590587311317,58.82331441963027,5819.3,5520.924,6264.1387,6070.9507,5337.731,3414.546903212475,6050.0
2023-09-08 02:42:35,5477.829724576955,5089.697755513684,-2826.786335561237,58.82323551251317,5767.753,5676.1787,5869.809,6336.184,5796.5815,2776.3513000966864,778.0
2023-09-08 02:42:40,2422.529905730284,2481.231122822654,2492.541163143512,59.04290602815888,2779.1816,2995.4473,2907.0764,2545.6748,3768.2188,2512.6070234457525,2730.0
2023-09-08 02:42:45,2168.735714593146,2409.123349654622,2641.9484314892275,59.04282682800212,3529.6484,4446.978,3928.0808,3160.4734,5421.476,2319.058603671208,2020.0
2023-09-08 02:42:50,1986.6905005938693,2471.7352421587657,3137.540892645123,59.042747480378736,4675.9375,5517.6807,5375.7437,4297.385,6156.9546,1814.8164303941849,3450.0
2023-09-08 02:42:55,1856.110443613232,2508.8794945166183,3902.242665600853,59.042667985289214,5605.6953,5735.08,6363.248,4999.824,6290.7036,993.6123051196132,294.0
2023-09-08 02:43:00,1762.446068118392,2437.621186911914,4908.032940629772,59.04258834273426,6083.0347,6010.54,6730.369,5737.337,6401.7573,430.3271279539471,1040.0
2023-09-08 02:43:05,240.28657887866387,247.4180834656945,-42.70059478710596,59.11945724892341,867.27795,512.81085,1553.9451,1086.4851,800.68536,929.8138161684363,444.0
2023-09-08 02:43:10,103.9692987366632,198.8511394324246,-787.8048046255346,59.11937731167263,2013.8528,2952.5005,2920.5105,1996.4801,2012.9486,2823.451054671695,395.0
2023-09-08 02:43:15,6.188057018868506,298.7202602726544,-2183.5943708147697,59.1192972267658,3606.7786,4059.6846,4388.22,3544.0806,3728.5386,5498.563470510429,7710.0
