Without Butterworth,With Butterworth,Actual Value,Filtered Value
0.119896255,0.076913066,0.148,0.106510675
0.123021804,0.10256187,0.12,0.13529942
0.12544073,0.119320765,0.136,0.148588972
0.11876868,0.12849471,0.184,0.141614235
0.11626028,0.11989704,0.104,0.120741201
0.13289377,0.11480585,0.072,0.099803666
0.12525147,0.112774834,0.112,0.090586018
0.12618656,0.11196584,0.096,0.095456547
0.11739929,0.1062678,0.082,0.107353752
0.12384684,0.12006126,0.126,0.114729048
0.12520377,0.12897694,0.15,0.109914899
0.12858577,0.13399997,0.09,0.097383968
0.13065672,0.13647065,0.052,0.09131212
0.11166589,0.09833124,0.086,0.100495966
0.122657955,0.10383902,0.148,0.117417071
0.114722155,0.11375173,0.134,0.125830007
0.123809986,0.12089326,0.138,0.118185013
0.13137357,0.12597638,0.072,0.103075649
0.11444168,0.08947155,0.086,0.096221714
0.12264493,0.088009186,0.122,0.106599274
0.12873833,0.099942766,0.13,0.131036068
0.13060635,0.111907996,0.14,0.158105377
0.13099808,0.12389293,0.19,0.175374033
0.15827662,0.17880537,0.218,0.177348592
0.15180928,0.17119193,0.134,0.16977588
0.14799868,0.15665454,0.126,0.163231982
0.14133604,0.14570765,0.202,0.161089694
0.13534904,0.13530922,0.15,0.157326101
0.15518618,0.14685465,0.168,0.146236378
0.1495604,0.1399691,0.104,0.129925626
0.1473093,0.13806154,0.116,0.115322809
0.1399427,0.13839154,0.098,0.107345102
0.13854444,0.1436673,0.164,0.107146374
0.1390163,0.11447959,0.036,0.113928822
0.1379201,0.12087079,0.15,0.123973979
0.13455658,0.1289853,0.152,0.130111393
0.13531987,0.13984619,0.124,0.127905353
0.13711418,0.14263047,0.134,0.121829697
0.13862915,0.11326071,0.07,0.120925603
0.1374166,0.11553312,0.154,0.128071819
0.13871472,0.1224916,0.144,0.136391838
0.13098566,0.13053155,0.134,0.136863667
0.13730529,0.14017214,0.14,0.127780438
0.13716464,0.105207615,0.12,0.116436211
0.13750862,0.10170335,0.066,0.111972218
0.1417668,0.103018075,0.132,0.11639438
0.13690326,0.113564,0.166,0.12412341
0.13911529,0.12394718,0.116,0.130508764
0.14071372,0.13457964,0.088,0.136229232
0.13800073,0.13910617,0.198,0.142079243
0.14154892,0.13539432,0.106,0.144891745
0.14168167,0.1437398,0.176,0.141051288
0.14201538,0.14350666,0.108,0.131309954
0.13583122,0.11977768,0.136,0.12129193
0.1335238,0.11722945,0.116,0.118151327
0.13562691,0.1234832,0.096,0.125609346
0.13938673,0.13137844,0.176,0.14062686
0.14358997,0.13362017,0.14,0.154883351
0.14435495,0.15675378,0.152,0.159733022
0.14041767,0.15628006,0.174,0.150640979
0.14307052,0.15153292,0.12,0.129755248
0.13585815,0.14743274,0.11,0.105693867
0.13851096,0.14651953,0.072,0.088919139
0.123482615,0.082925074,0.092,0.085352697
0.13011706,0.09395722,0.102,0.093672202
0.12951474,0.10935939,0.096,0.107317866
0.13347788,0.12395962,0.112,0.117982338
0.13665415,0.13542628,0.142,0.119489697
0.1239601,0.11394163,0.122,0.112322415
0.12969168,0.11248384,0.074,0.104492456
0.12746309,0.116709456,0.116,0.104840992
0.13264292,0.119279444,0.096,0.114259272
0.1304742,0.12809537,0.136,0.124253695
0.1347853,0.13063885,0.144,0.12483862
0.13673212,0.1303607,0.118,0.11453984
0.13816953,0.13412039,0.084,0.102469115
0.13837805,0.13415274,0.082,0.099788795
0.14181903,0.13617523,0.136,0.109759872
0.12823652,0.13093348,0.118,0.126305625
0.12857877,0.14074318,0.12,0.140004958
0.13418278,0.14282581,0.192,0.145394078
0.13260797,0.1442325,0.148,0.145952063
0.13687052,0.1422184,0.102,0.15144208
0.13670878,0.16079353,0.15,0.166245336
0.14111868,0.15951675,0.24,0.182381893
0.14117837,0.16107075,0.192,0.188912595
0.14373533,0.15180543,0.152,0.185718485
0.14212057,0.14463879,0.222,0.183573422
0.1780872,0.18004167,0.132,0.191961368
0.16903882,0.18229097,0.216,0.208962169
0.16297407,0.1726644,0.276,0.224010503
0.15920515,0.16265196,0.238,0.231647669
0.15519568,0.15593232,0.19,0.23957087
0.17755516,0.2573323,0.282,0.258876239
0.17136139,0.24880695,0.232,0.28799828
0.16888866,0.22834311,0.38,0.310360165
0.16300255,0.19886155,0.3,0.309204309
0.16311651,0.18545634,0.316,0.283593569
0.25670826,0.2654352,0.138,0.248174394
0.22389393,0.22723949,0.334,0.21948987
0.21444038,0.20381951,0.134,0.206890393
0.1993872,0.17873535,0.272,0.21349773
0.1846145,0.17659971,0.164,0.236961555
0.17934094,0.25036013,0.316,0.266901326
0.17454775,0.25942516,0.27,0.286850985
0.1738942,0.23933233,0.288,0.283510161
0.17954169,0.21959247,0.292,0.256680955
0.18000473,0.20622818,0.19,0.221816095
0.20098352,0.18581891,0.204,0.201523676
0.19274913,0.16914897,0.194,0.210364209
0.19009808,0.16354401,0.236,0.244222399
0.18582578,0.16598406,0.316,0.282732467
0.18550298,0.17716658,0.29,0.302240595
0.22886997,0.29369533,0.266,0.289450655
0.21393329,0.2725787,0.346,0.249024965
0.20959453,0.23659986,0.126,0.20171947
0.19868045,0.21195644,0.102,0.169500481
0.193204,0.19932595,0.252,0.157876083
0.19009936,0.16528077,0.136,0.157041846
0.1952965,0.17000279,0.204,0.159516281
0.18766697,0.17963009,0.084,0.167268214
0.18562043,0.18903394,0.186,0.179961662
0.18530366,0.19496287,0.222,0.186116521
0.18599495,0.17196544,0.212,0.173195106
0.1906879,0.15778665,0.072,0.142713897
0.18215534,0.14710993,0.14,0.110434584
0.17715098,0.15102492,0.11,0.095555528
0.18292677,0.16545735,0.11,0.112192056
0.13896431,0.14408441,0.106,0.162333904
0.14068776,0.16789946,0.246,0.228995548
0.14047189,0.17502971,0.32,0.281087351
0.1456864,0.16962889,0.294,0.293591132
0.15726978,0.16838768,0.26,0.265612714
0.21450247,0.20988296,0.24,0.219493911
0.2007623,0.18278454,0.114,0.18316052
0.18481717,0.15267107,0.2,0.170638651
0.16865951,0.15075497,0.176,0.176213038
0.16685005,0.1519352,0.232,0.185799286
0.19524574,0.18318075,0.136,0.191469297
0.1838347,0.18383676,0.228,0.193941402
0.18710317,0.16895086,0.146,0.195387454
0.18169263,0.16406375,0.268,0.195021534
0.17479564,0.1674438,0.138,0.191034093
0.16558698,0.17897376,0.186,0.182058747
0.1651502,0.1788704,0.172,0.165824536
0.16237025,0.17109026,0.154,0.141098856
0.16258903,0.16423397,0.13,0.113542422
0.15907235,0.16500755,0.06,0.09622399
0.12141206,0.095571145,0.098,0.100520593
0.123276606,0.11156491,0.146,0.126331809
0.12662035,0.13001028,0.138,0.161609715
0.13499697,0.14362343,0.206,0.190537943
0.13747269,0.15478547,0.246,0.203482755
0.17602198,0.19626494,0.142,0.201448538
0.16611588,0.18608348,0.184,0.191019173
0.163677,0.1738385,0.23,0.177109274
0.16476317,0.16059022,0.156,0.16337255
0.15662047,0.15560664,0.108,0.154229286
0.1440109,0.15117688,0.142,0.150208025
0.14693776,0.14584425,0.224,0.146626769
0.14616176,0.14652976,0.14,0.142949074
0.14880575,0.15107507,0.054,0.146580764
0.14756726,0.15118806,0.188,0.161017603
0.15197466,0.1858233,0.244,0.17827056
0.14546174,0.20103087,0.17,0.189517678
0.15195318,0.19520296,0.148,0.194856104
0.14846142,0.18171822,0.192,0.196986995
0.15567037,0.16322985,0.264,0.194865293
0.18608531,0.18444066,0.198,0.190064823
0.17608623,0.1691758,0.088,0.189579543
0.17798318,0.1588657,0.21,0.193914011
0.17829175,0.15239298,0.278,0.191289285
0.1690035,0.15208942,0.156,0.172773585
0.16921888,0.14119211,0.082,0.146011082
0.1773464,0.12436707,0.176,0.127222338
0.16728711,0.12262657,0.096,0.125953272
0.1667893,0.13264409,0.17,0.141275494
0.16585399,0.14115493,0.15,0.166034825
0.14065742,0.18861212,0.164,0.189983559
0.14535081,0.19868635,0.256,0.202614353
0.14003517,0.19142063,0.182,0.198952525
0.14306687,0.17165752,0.18,0.183192913
0.14369245,0.1542648,0.15,0.163402479
0.14639014,0.1506804,0.106,0.142780096
0.147559,0.14161415,0.232,0.120127612
0.1461499,0.14012171,0.026,0.099095259
0.14523567,0.1441919,0.084,0.090234702
0.14851381,0.14473225,0.094,0.100297718
0.13262776,0.13024408,0.158,0.124735723
0.14269665,0.14496352,0.16,0.153308515
0.14601378,0.1520126,0.12,0.177474628
0.15537594,0.15324536,0.232,0.190682409
0.14495347,0.15668336,0.204,0.188947896
0.1726421,0.18206255,0.158,0.175952123
0.16343239,0.16721833,0.182,0.163324097
0.1596652,0.15309909,0.1,0.160859392
0.14908455,0.14592195,0.19,0.166868956
0.14968416,0.14237133,0.238,0.171552478
0.17635338,0.16044393,0.118,0.169639248
0.16887492,0.1544733,0.134,0.164748067
0.16660078,0.15649031,0.222,0.161862611
0.15908903,0.15288766,0.132,0.16225827
0.15403712,0.15159297,0.16,0.165403131
0.15128227,0.16268408,0.184,0.17014958
0.1527024,0.16876492,0.17,0.174310553
0.14723647,0.1607792,0.172,0.175717863
0.1512087,0.15571482,0.172,0.17366938
0.14864519,0.15641335,0.196,0.169845095
0.16218662,0.16741294,0.15,0.167765354
0.15709849,0.17180969,0.118,0.168549425
0.15706484,0.16832143,0.24,0.167384148
0.15277909,0.16384394,0.144,0.158658938
0.15546554,0.16261742,0.15,0.144281233
0.14575952,0.120324366,0.072,0.13182605
0.1466794,0.11403058,0.198,0.125101417
0.14434594,0.119095355,0.06,0.121387711
0.14107424,0.12877421,0.184,0.117920967
0.1448028,0.14106327,0.086,0.117708521
0.13366261,0.11800122,0.11,0.127166048
0.13751586,0.12869105,0.164,0.147793984
0.13962945,0.14235249,0.14,0.17144594
0.14284025,0.14940603,0.244,0.185847312
0.1473671,0.1485409,0.17,0.185520267
0.15665351,0.17777,0.156,0.176124233
0.15103318,0.16115665,0.178,0.166955067
0.15089218,0.15406108,0.116,0.16042414
0.14537373,0.14236526,0.222,0.151139803
0.14415331,0.13910195,0.114,0.135440035
0.14055109,0.12850976,0.126,0.118646387
0.14314276,0.12176627,0.038,0.10996269
0.13709848,0.1258727,0.212,0.113065341
0.1441396,0.13078661,0.086,0.12550361
0.14199895,0.1446901,0.102,0.143091876
0.13081823,0.15715425,0.22,0.160369019
0.14069696,0.16311993,0.15,0.171345257
0.13641869,0.16129659,0.164,0.174013619
0.13629995,0.15327413,0.204,0.172390529
0.14412564,0.14623445,0.15,0.173094056
0.1549068,0.17514181,0.164,0.178688537
0.15462263,0.16573456,0.146,0.18261983
0.15423006,0.16741157,0.288,0.175091188
0.1492346,0.15728371,0.13,0.158913311
0.14933617,0.1539001,0.114,0.15373936
0.14839049,0.1732107,0.124,0.176190347
0.15496317,0.18457082,0.29,0.218795348
0.14785177,0.19836679,0.252,0.255056932
0.15118966,0.18277813,0.256,0.262665342
0.14965452,0.16894555,0.234,0.238895955
0.19945838,0.20085445,0.246,0.200258962
0.19221771,0.17350706,0.142,0.172021203
0.18061998,0.1569774,0.08,0.170254966
0.17724346,0.15238242,0.264,0.187106323
0.16385017,0.15365179,0.242,0.198119265
0.20744103,0.18238895,0.13,0.186842135
0.18533546,0.16762996,0.202,0.158095304
0.18549529,0.15380293,0.076,0.128667738
0.18029462,0.15285845,0.126,0.111113961
0.17121881,0.1600151,0.116,0.106539727
0.14343844,0.1019977,0.11,0.108723749
0.14633445,0.112536855,0.102,0.112281853
0.14405246,0.1269582,0.158,0.116997972
0.15167248,0.14426856,0.064,0.125690466
0.15571184,0.15059312,0.162,0.137820902
0.14447768,0.15249234,0.138,0.146011571
0.1454933,0.15731777,0.178,0.14162351
0.1456679,0.15754196,0.096,0.124090392
0.15252623,0.15215136,0.114,0.103036526
0.14430332,0.14510395,0.08,0.091458392
0.12336326,0.10546964,0.11,0.09701127
0.13478321,0.11534155,0.08,0.116676548
0.13309814,0.12741011,0.156,0.13703725
0.13822754,0.1334643,0.164,0.142540793
0.1467554,0.13896443,0.138,0.128561219
0.14739765,0.10423858,0.094,0.107260467
0.14734867,0.090354785,0.092,0.097916586
0.14595269,0.09347573,0.052,0.109072517
0.14730717,0.107536085,0.186,0.130388104
0.14196248,0.11901727,0.186,0.144366959
0.15936194,0.13944237,0.11,0.145022778
0.15183857,0.14037786,0.102,0.140442531
0.15264869,0.13247702,0.17,0.138964379
0.15266223,0.1250908,0.15,0.140327921
0.14749154,0.13403367,0.124,0.140112267
0.13132496,0.13985738,0.136,0.136280565
0.13247697,0.1385612,0.16,0.130778743
0.13635018,0.13779454,0.106,0.127824163
0.14409581,0.13893406,0.076,0.129555326
0.14145231,0.14267978,0.234,0.133190827
0.17601821,0.14146557,0.086,0.135473945
0.16037858,0.14169835,0.128,0.137606843
0.16339065,0.14281666,0.146,0.141463374
0.16208011,0.14085142,0.142,0.144132032
0.15609671,0.14531402,0.164,0.140866657
0.14549072,0.13749747,0.126,0.132143033
0.14426734,0.13409491,0.108,0.124874992
0.14572605,0.13301323,0.144,0.126099322
0.14325523,0.13443322,0.096,0.135823066
0.14859118,0.14062071,0.192,0.145869066
0.14031452,0.13865171,0.112,0.145992777
0.1314822,0.13517907,0.184,0.132648945
0.13725038,0.1323661,0.076,0.112867793
0.1394052,0.13526556,0.092,0.098932759
0.13409986,0.13631992,0.108,0.098390288
0.12963636,0.10923219,0.096,0.109150243
0.1309823,0.121679895,0.156,0.12341293
0.13339572,0.12881641,0.1,0.134860443
0.13651589,0.13579157,0.174,0.14271167
0.14284293,0.13549791,0.148,0.151170702
0.13637756,0.16332206,0.142,0.164737873
0.13592544,0.1678001,0.156,0.181427761
0.1410705,0.16384326,0.25,0.191673405
0.13914026,0.15407345,0.192,0.187625267
0.13839027,0.14578168,0.128,0.171901171
0.1478304,0.16123801,0.174,0.153407403
0.14915137,0.15006103,0.11,0.13694323
0.1473242,0.14050761,0.16,0.121136487
0.144707,0.14469121,0.108,0.105504889
0.14328519,0.14838293,0.058,0.095547102
0.1173862,0.09952237,0.134,0.099569765
0.12328671,0.110131964,0.106,0.122231189
0.11952891,0.12370027,0.164,0.16042149
0.1319591,0.12512185,0.158,0.201524872
0.14096719,0.13581802,0.29,0.226511443
0.18650952,0.22259262,0.208,0.220973623
0.17197506,0.20269479,0.18,0.186487707
0.18156639,0.17679983,0.16,0.14071488
0.16540368,0.16200085,0.074,0.105857124
0.15369153,0.15152997,0.076,0.094556027
0.12759073,0.10471539,0.146,0.103313654
0.13244207,0.11971077,0.086,0.118459177
0.13915792,0.1386679,0.182,0.128768218
0.14590894,0.14739591,0.092,0.132689445
0.14928934,0.14734659,0.128,0.134649744
0.12808868,0.14294827,0.144,0.136598017
0.13441756,0.14589265,0.136,0.135688815
0.13717361,0.14375775,0.172,0.130297809
0.13449076,0.14321987,0.066,0.124554376
0.1364777,0.14173752,0.142,0.123789307
0.13138832,0.13198598,0.116,0.127329729
0.13263065,0.13693164,0.168,0.129368184
0.1360952,0.14502239,0.1,0.126122013
0.13806595,0.14194268,0.11,0.118828019
0.13770719,0.13893417,0.124,0.110608659
0.13312387,0.11300051,0.112,0.10436429
0.13441293,0.112164535,0.092,0.103785822
0.13850093,0.11864505,0.118,0.112528813
0.13797297,0.13317978,0.122,0.130004964
0.14130858,0.13202895,0.122,0.14833182
0.12042512,0.16151468,0.212,0.155627907
0.12434271,0.16445787,0.126,0.145302873
0.124496624,0.15774798,0.12,0.122544156
0.12789622,0.14892012,0.094,0.100347645
0.13065064,0.1375794,0.084,0.089707527
0.1225399,0.09490543,0.114,0.093604538
0.13805312,0.11065607,0.064,0.107376214
0.13702352,0.122432955,0.174,0.123156791
0.13689968,0.13885598,0.134,0.136140743
0.14526992,0.14253108,0.118,0.1475879
0.12622508,0.16175169,0.158,0.160349987
0.13128398,0.16816163,0.202,0.172987412
0.12997428,0.16712964,0.164,0.180508019
0.13007778,0.15817264,0.158,0.178904035
0.13237432,0.14757417,0.23,0.168195673
0.17536275,0.15179515,0.104,0.153568856
0.15624444,0.13443802,0.146,0.142675593
0.16184054,0.13116096,0.132,0.139585148
0.15384154,0.12725593,0.18,0.143295404
0.15093909,0.13546489,0.138,0.152743259
0.14737129,0.16478135,0.158,0.168667984
0.14897187,0.16822235,0.168,0.187580319
0.14604482,0.16743697,0.194,0.197597279
0.14996257,0.1596559,0.27,0.186809368
0.14848603,0.15206346,0.1,0.157605364
0.15127394,0.12845083,0.13,0.128311455
0.16343498,0.11313494,0.11,0.117713121
0.15396284,0.1084378,0.112,0.129121054
0.15730375,0.124943465,0.158,0.149473286
0.15401518,0.13470767,0.228,0.163128464
0.17411256,0.15845823,0.118,0.166684615
0.1673603,0.15116371,0.152,0.169083292
0.16525784,0.1432338,0.19,0.178074706
0.16160554,0.14202352,0.204,0.190486048
0.15837036,0.14270762,0.154,0.195058412
0.15223488,0.18224476,0.226,0.182037914
0.15375169,0.16992442,0.186,0.153360082
0.14860672,0.15980792,0.086,0.125894307
0.14994635,0.15373945,0.08,0.119019106
0.14961146,0.15273179,0.154,0.134853725
0.13255641,0.1627116,0.152,0.153890748
0.13625677,0.17830254,0.196,0.153277824
0.13681501,0.17818296,0.142,0.129761516
0.14124288,0.16967303,0.076,0.104376052
0.14260699,0.1614482,0.064,0.102939764
0.12640461,0.13916148,0.118,0.130431329
0.1327002,0.16674091,0.214,0.165794369
0.13033168,0.17263961,0.206,0.18332288
0.13714501,0.16539243,0.18,0.177613642
0.14130412,0.15368953,0.128,0.165534201
0.1474186,0.15924823,0.128,0.165095314
0.15081692,0.16429092,0.214,0.176629307
0.14772467,0.16310824,0.222,0.186816868
0.14720872,0.16198732,0.168,0.186936828
0.15193692,0.15518034,0.148,0.181486613
0.15530317,0.18124999,0.244,0.180724017
0.15183917,0.17118868,0.108,0.189566865
0.15691635,0.16219771,0.23,0.202513392
0.14443398,0.1596695,0.25,0.207714662
0.1517352,0.15563327,0.17,0.198345863
0.16962886,0.16770071,0.194,0.179814837
0.16874233,0.15437776,0.148,0.163830599
0.16849186,0.14268276,0.12,0.156054556
0.16212392,0.14232002,0.196,0.151185015
0.16468829,0.14882493,0.172,0.14108977
0.16032779,0.124084234,0.06,0.125977517
0.1586242,0.11049932,0.164,0.114755317
0.1571744,0.12408597,0.08,0.116338301
0.15942878,0.13005358,0.166,0.132872332
0.15622002,0.1451078,0.102,0.157832949
0.1286898,0.1743177,0.208,0.178588907
0.12906048,0.18303515,0.26,0.185581376
0.13388821,0.17649218,0.086,0.181399618
0.14148904,0.16648455,0.202,0.176536451
0.13785286,0.15561709,0.17,0.175652467
0.1592615,0.17784981,0.154,0.173290866
0.15541224,0.1789091,0.256,0.164920983
0.15932946,0.16944686,0.11,0.158548086
0.1553388,0.16203031,0.118,0.169477703
0.15888533,0.15685564,0.214,0.20129361
0.17188452,0.23334606,0.262,0.237821119
0.16742742,0.24688673,0.3,0.258654774
0.16189279,0.22839272,0.212,0.258949685
0.16147807,0.20271386,0.278,0.250360879
0.15477946,0.17385183,0.192,0.244779342
0.18974805,0.24591497,0.232,0.240032478
0.18851595,0.23284003,0.3,0.223319544
0.18002827,0.22642045,0.188,0.189648696
0.17941584,0.20621225,0.102,0.153216587
0.18808185,0.19971004,0.152,0.136493908
0.16063958,0.14741802,0.148,0.149949613
0.16360584,0.1764778,0.142,0.183298622
0.15817706,0.187056,0.262,0.213872448
0.15698932,0.18613198,0.284,0.22569452
0.15895925,0.17837915,0.164,0.223053609
0.19400787,0.20544156,0.166,0.221675433
0.18703836,0.20331661,0.278,0.226933178
0.17755358,0.17862554,0.224,0.228405541
0.17884357,0.16707727,0.254,0.21721008
0.17424357,0.15930541,0.208,0.201930972
0.18952613,0.19261944,0.132,0.202388043
0.18648048,0.18449895,0.218,0.227400921
0.18499288,0.17893445,0.308,0.262742972
0.18051475,0.17534293,0.324,0.284787366
0.17500009,0.17078891,0.228,0.282745693
0.21363238,0.26235613,0.294,0.263285328
0.2123626,0.23446393,0.17,0.237707423
0.20124017,0.21282414,0.294,0.212112484
0.18862356,0.182981,0.158,0.190915436
0.18953314,0.17804109,0.228,0.183319836
0.19019124,0.18874307,0.096,0.19808846
0.18312448,0.19862577,0.272,0.230199015
0.18772127,0.20313394,0.288,0.25932533
0.18462491,0.2083122,0.282,0.266898023
0.18639287,0.19333482,0.224,0.252272987
0.21258177,0.22969402,0.21,0.230427682
0.20302221,0.21883659,0.276,0.218853212
0.1952689,0.20916297,0.18,0.228224089
0.18434367,0.20524935,0.228,0.257910616
0.19135834,0.20497248,0.386,0.295077885
0.24785711,0.32861462,0.24,0.320457374
0.2398102,0.31907308,0.328,0.31707546
0.22337362,0.287664,0.328,0.277696121
0.20860407,0.24851261,0.228,0.212024482
0.20733868,0.21808168,0.07,0.14557058
0.16988163,0.10224948,0.094,0.10318744
0.19070965,0.103098996,0.166,0.09420282
0.18662007,0.13074814,0.11,0.11610721
0.18341804,0.16230798,0.11,0.163325935
0.19447571,0.18200065,0.23,0.223410641
0.17573684,0.2708499,0.252,0.272023211
0.17461227,0.28413263,0.388,0.286025644
0.17430438,0.2659011,0.262,0.26554188
0.17119855,0.23563957,0.114,0.235048816
0.16951276,0.20315309,0.266,0.217000744
0.224444,0.2169349,0.214,0.210222302
0.21606414,0.21115124,0.218,0.198819074
0.20535393,0.20619583,0.224,0.175861437
0.20296337,0.19532248,0.054,0.151618796
0.19765311,0.18886954,0.168,0.140336275
0.15632904,0.14729518,0.166,0.145795176
0.1558572,0.15795203,0.166,0.162661993
0.15779898,0.17133802,0.168,0.186063022
0.17064576,0.17166878,0.232,0.214515323
0.16382208,0.17036116,0.216,0.24617737
0.18549737,0.25543067,0.314,0.276297542
0.17076902,0.25591055,0.284,0.298016299
0.1700922,0.2322269,0.262,0.303340017
0.16884391,0.20307866,0.336,0.284630562
0.15970099,0.17969532,0.254,0.240987865
0.2362871,0.18396679,0.164,0.185002306
0.20951961,0.14332296,0.122,0.138078405
0.21049772,0.13578948,0.108,0.116121006
0.20216146,0.14800052,0.158,0.12104463
0.19148211,0.16855113,0.128,0.143966226
0.1556003,0.1782676,0.128,0.171193315
0.16342917,0.19538873,0.24,0.188765526
0.16369429,0.20006154,0.22,0.190893771
0.15901272,0.18955846,0.168,0.187462363
0.16238298,0.17890142,0.13,0.195739359
0.14919911,0.21330535,0.244,0.220700745
0.14830412,0.21962683,0.298,0.248757434
0.14967655,0.21233559,0.238,0.262473806
0.14629826,0.19511558,0.24,0.256173849
0.14972039,0.18028997,0.294,0.237387743
0.2222025,0.21289368,0.148,0.218646118
0.20436591,0.19475678,0.204,0.207905793
0.19544812,0.18013595,0.286,0.204769002
0.1902925,0.17358781,0.138,0.205650105
0.18301637,0.1716995,0.216,0.208791428
0.2019552,0.21019843,0.236,0.21235215
0.19707902,0.2117795,0.184,0.212698753
0.18883352,0.20948094,0.244,0.207330763
0.1898459,0.19699776,0.178,0.197064283
0.1877357,0.18950462,0.158,0.183622472
0.15922193,0.16877805,0.19,0.166230272
0.1605268,0.15834104,0.158,0.14393603
0.1584133,0.15286884,0.128,0.122364871
0.16946505,0.15980327,0.086,0.114122864
0.16485578,0.16656402,0.128,0.128707686
0.147883,0.17791452,0.144,0.162528584
0.14907272,0.19607262,0.264,0.200750664
0.15202244,0.2068008,0.178,0.228442537
0.15441984,0.20018819,0.248,0.238655759
0.1553066,0.17973557,0.258,0.232793104
0.20844194,0.21434298,0.198,0.218238907
0.18798079,0.1952022,0.208,0.20457288
0.1837312,0.17869966,0.164,0.197339774
0.18488495,0.16768257,0.244,0.195154982
0.18344499,0.16355625,0.192,0.1946542
0.16774578,0.18730372,0.182,0.195678957
0.16462535,0.17756099,0.152,0.197922909
0.16444446,0.16747142,0.266,0.195571526
0.15868695,0.16661328,0.15,0.181647763
0.14834428,0.16787735,0.19,0.157653689
0.16261183,0.13331144,0.096,0.134492078
0.15886727,0.1214809,0.13,0.122454589
0.16093041,0.12603462,0.1,0.121336585
0.16181117,0.13749222,0.154,0.121212419
0.15936138,0.15098621,0.128,0.113504426
0.14551342,0.10119337,0.09,0.100502399
0.14723733,0.10380228,0.056,0.092163623
0.14382009,0.106915556,0.112,0.094514445
0.15290016,0.12136303,0.126,0.104491311
0.15500507,0.1318263,0.1,0.115413826
0.123839594,0.12339109,0.116,0.122956708
0.123479195,0.13173282,0.136,0.125531568
0.12783702,0.13577943,0.134,0.123223768
0.13303234,0.14202711,0.086,0.117661883
0.13037421,0.13956486,0.13,0.111210657
0.13786985,0.105493784,0.126,0.106929333
0.13613309,0.10805442,0.086,0.109722563
0.13607967,0.1171203,0.124,0.124191839
0.13477464,0.12840672,0.158,0.148722884
0.1379327,0.1346296,0.124,0.172415046
0.13808504,0.18483771,0.252,0.180465541
0.13582814,0.1839449,0.168,0.16605999
0.14066613,0.16877002,0.088,0.137255568
0.13509305,0.15643845,0.136,0.10950892
0.13489069,0.14498141,0.06,0.09217075
0.13016799,0.08844123,0.118,0.084288445
0.13241166,0.09696799,0.084,0.081552998
0.13278344,0.11322724,0.08,0.083885655
0.14527561,0.13109949,0.078,0.094799084
0.14551309,0.14282794,0.116,0.114392227
0.12657607,0.13698848,0.138,0.135399785
0.12767215,0.14850143,0.16,0.147344245
0.12480141,0.15097158,0.134,0.144448143
0.13248844,0.14609821,0.152,0.130223466
0.13867606,0.14007679,0.098,0.115393803
0.12450012,0.11217968,0.09,0.110293098
0.12603763,0.11600259,0.138,0.117394636
0.12992659,0.12294375,0.14,0.130536333
0.13568921,0.1305377,0.108,0.14001835
0.13254577,0.13790393,0.152,0.138005359
0.1330061,0.12409199,0.168,0.123731081
0.13231294,0.1122075,0.08,0.10723339
0.13753802,0.11528455,0.072,0.103534678
0.13480286,0.121406905,0.11,0.118358448
